"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"848","Entre Molinopampa y Mendoza",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"849","Entre Ossa de Montiel y Ruidera Albacete",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"850","Entre Porto Nobre y cruzamento para Querena",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"851","Entre Rios, entre Poqueloque y Abra de Alto Polea",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"852","Entre San Galindo y Valdearenas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"853","Entre Santa Rita y arroyo Titoror ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"854","Entre Tonasket y Republic",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"855","Entre Via 99 y ferrocarril en el carril Truttman, 32 km al sur de Granada",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"856","Entre Viveros y Villanueva de la Fuente Albacete",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"857","Entre Zacualtipan y Olotla sobre el camino a Metztitlan",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"858","Ermita de la Octava, Peñarrubias de Piron",3,1,0,0,7.071,2.357,0.001,0.001,3,0,0,0
"859","Ermita de los Enebrales",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"860","Ermita de Los Santos, Alcala de los Gazules",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"861","Erro",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"862","Escuela Secundaria Nova Gorica",1,1,0,0,2,2,0,0,1,0,0,0
"863","Eslava ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"864","Espot, Lago de San Mauricio",5,2.5,0,0,4.571,2.286,0.001,0.001,2,0,0,0
"865","Estacion Bijagual",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"866","Estacion Biologica Guandera, Marsical Sucre",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"867","Estacion Biologica Las Alturas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"868","Estacion Cuereci, Sendero al Mirador",2,1,0,0,2.325,1.163,0,0,2,0,0,0
"869","Estacion Cuerici, Sendero a la Piedra, 5 km este de Villa Mills",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"870","Estacion El Progreso",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"871","Estacion Experimental El Rasgon",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"872","Estacion Pittier, Cerro Pittier",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"873","Estadilla, loma junto al pueblo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"874","Estany dels Monges",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"875","Este de Arroyo Abbott",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"876","Este de Embalse de Leurtza",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"877","Este de Esquipulas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"878","Este de Illinois, 3 1/2 millas arriba de Takilma",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"879","Este de Pico Edwards ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"880","Este de Pimampiro, Cerro Pan de Azucar",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"881","Este de Pueblo Nuevo Solistahuacan",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"882","Este de Tlahui",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"883","Este de Xestoso",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"884","Estepona, Sierra Bermeja, Pedregales de San Isidro",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"885","Esteribar",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"886","Evanston",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"887","Ezcaray, Barranco La Polvorosa",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"888","Feuerstätter ",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"889","Fila Vista del Mar, camino a las Torres de Telecomunicaciones",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"890","Filtros Viejos ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"891","Finca Aguas Buenas",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"892","Finca Armenia, San Rafael pie de la Cuesta a Carrizal",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"893","Finca de la Herguijuela, Fresnedoso de Ibor",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"894","Finca Hartman, Cerro Pando",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"895","Finca La Erida",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"896","Formigal-Tres Hombres",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"897","Fournex",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"898","Foz de Lumbier",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"899","Fraga de Baos, Rego de Couto Redondo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"900","Fraga de Santestebo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"901","Fraxern",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"902","Fraylesca, cerca a Siltepec",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"903","Fredes, hacia la pe?a Blanca",1,1,0,0,2,2,0,0,1,0,0,0
"904","Frenchglen",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"905","Frontera Lesotho - Sur Africa al sur del Patrimonio Mundial Ukahlamba",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"906","Frontera Washington - Idaho al Sur de Lewiston",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"907","Fuencaliente, Valle del Rio Montoro",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"908","Fuerte del Rey",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"909","Fuerte Militar Lewis, Base  7-S ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"910","Fuerte Rock",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"911","Galdames",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"912","Galena, 2 mi S",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"913","Gargellenalpe",1,1,0,0,2,2,0,0,1,0,0,0
"914","Garrigues de Puntiro Mallorca",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"915","Gaschurn-Ganeu",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"916","Gaston ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"917","Gela",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"918","Genalguacil, Los Zaharames",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"919","Gerdar de Sorpe, al barranco de Cabanes",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"920","Giele Botter",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"921","Glaciar Coleman, 1 milla arriba de Cabaña Kulshan",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"922","Glenn, Willows",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"923","Goizueta, Artikutza, Rio Elama ",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"924","Goldhill",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"925","Gongguan",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"926","Gora",1,1,0,0,2,2,0,0,1,0,0,0
"927","Gordon",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"928","Gosau, Ramsau - Iglmoos ",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"929","Gran Mesa ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"930","Granada, vereda San Raimundo",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"931","Granadilla, Rio Ambroz",3,1,0,0,7.071,2.357,0.001,0.001,3,0,0,0
"932","Granja Meifeng",3,1,0,0,5,1.667,0.001,0,3,0,0,0
"933","Granja Miller, Peninsula Samoa ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"934","Granjas de Tenias, Este de Ejea de los Caballeros",20,2.857,0.002,0,15.529,2.218,0.003,0.001,7,0,0,0
"935","Grants Paso",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"936","Grazalema",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"937","Grazalema, roquedos",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"938","Graz-Umgebung, comunidad Semriach",2,1,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"939","Greiserfaert",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"940","Groendschen",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"941","Guadalupe de los Reyes",36,18,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"942","Guagra Urcu, Rio Borja ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"943","Guamil, 10 km oeste de Lago Yojoa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"944","Guayameo, 506 km al E",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"945","Gurnitzer",1,1,0,0,2,2,0,0,1,0,0,0
"946","Guzman ",33,16.5,0.003,0.002,3.136,1.568,0.001,0,2,0,0,0
"947","Hacienca Yura Cruz, 10 km N de Ibarra ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"948","Hacienda de Charahuen ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"949","Hacienda La Genoa, San Ramon, Rio Tulumayo",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"950","Haldenalpe",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"951","Haleakala, Pohakuokala Gulch",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"952","Halhul",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"953","Halte",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"954","Harutsim",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"955","Hawtah Bani Tamim",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"956","Hermiston",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"957","Hernani, Pagoaga",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"958","Hessingerbierg",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"959","Hill, 15 millas SW",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"960","Hornachuelos",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"961","Hotal Roosevelt",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"962","Hoyos del Espino",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"963","Hsiangyang",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"964","Hsiaohsuehshan",1,1,0,0,2,2,0,0,1,0,0,0
"965","Hsinchu",2,1,0,0,6.5,3.25,0.001,0.001,2,0,0,0
"966","Hsuehshanpeifeng",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"967","Huacana, Sierra Las Cruces",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"968","Huajicori ",4,4,0,0.001,1.286,1.286,0,0,1,0,0,0
"969","Hualien",3,1,0,0,4.636,1.545,0.001,0,3,0,0,0
"970","Huancabama, Fundo San Luis",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"971","Huanshan",1,1,0,0,2,2,0,0,1,0,0,0
"972","Huanuco",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"973","Huayllabamba, Laguna de Yanaccocha",4,4,0,0.001,1.2,1.2,0,0,1,0,0,0
"974","Huehuetla ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"975","Huehuetoca ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"976","Huertos Agua Azul ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"977","Huesca, Benasque",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"978","Huiramba ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"979","Huntington",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"980","Indaparapeo",18,6,0.002,0.001,3.9,1.3,0.001,0,3,0,0,0
"981","Innsbruck",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"982","Invernadeiro",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"983","Irun, Estacion de Renfe",7,2.333,0.001,0,7.821,2.607,0.001,0.001,3,0,0,0
"984","Isaba",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"985","Isla Columbia, a lo largo del Canal Boundary ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"986","Isla de la Posesion",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"987","Isla High",5,2.5,0,0,4.385,2.192,0.001,0.001,2,0,0,0
"988","Isla Plummer's",5,2.5,0,0,4.385,2.192,0.001,0.001,2,0,0,0
"989","Isla Protection ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"990","Isla Sauvie",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"991","Isla Sauvie's, Monte de Willamette",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"992","Isla Swamp, Monte Victoria",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"993","Isla Vendovi sur de Bluff",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"994","Ituango, camino entre El Retiro y Cerro Paramillo",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"995","Ixtaccihuatl",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"996","Ixtlahuacan del Rio ",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"997","Ixtlan de Juarez ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"998","Izagaondoa, Zuazu",1,1,0,0,2,2,0,0,1,0,0,0
"999","Izee",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1000","Jaca",3,1.5,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1001","Jaen, proximidades a Puente Tablas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1002","Jaffar, ladera N",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1003","Jalca de Kumulca, ruta a Celendin",3,1.5,0,0,2.184,1.092,0,0,2,0,0,0
"1004","Jardin Botanico de Cordoba",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1005","Jera, 9 km al norte de Saraguros",6,1.2,0.001,0,5.872,1.174,0.001,0,5,0,0,0
"1006","Jesenice, Creta de Rosca",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1007","Jicaro",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1008","Jimena de la Frontera, Rio Guadiaro ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1009","Johanneskopf",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1010","Jordanien, Umgebung Jerash, SW Ruinenfeld",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1011","Judenburg, NE de Karboden ",1,1,0,0,2,2,0,0,1,0,0,0
"1012","Junto a la carretera de Belchite a Quinto",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1013","Kalkhochalpenrand",1,1,0,0,2,2,0,0,1,0,0,0
"1014","Kals",188,188,0.018,0.024,6,6,0.001,0.001,1,0,0,0
"1015","Kanisfluh",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1016","Kankou",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"1017","Karavanke",1,1,0,0,2,2,0,0,1,0,0,0
"1018","Kärnten, Matzen",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1019","Kärnten, Pontafel",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1020","Katabera, Sierra de Aitzgorri",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1021","Keelung",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"1022","Kehmen ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1023","Kenai Penin, Lago Paradise ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1024","Kerby",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1025","Kfar Zoharim",3,1.5,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1026","Kittitas ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1027","Kleinschönleiten",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1028","Klickitat ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1029","km 12 S de Jogacshi",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"1030","Km 13 de la carretera Amecameca-Paso de Cortes 95 km al SE de Amecameca",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1031","Km 150 carretera Matagalpa-Jinotega, Las Pilas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1032","Km 20 de Cordoba a Bujalance, por la carretera de la Campiña",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1033","Km 243 carretera a Las Manos, Santa Maria de los Pinos",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1034","Km 25 de Cordoba a Villaviciosa",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1035","Km 34 de la carretera  Cañasgordas-Santa Fe de Antioquia",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1036","Km 4 de Villanueva a Alcaracejos",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1037","Km 59 de la carretera federal Mexico - Cuernavaca",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1038","Km 6 de Fuente Palmera a Palma del Rio",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1039","Km 6 en la carretera de Salinas - Los Arenales ",5,2.5,0,0,2.259,1.129,0,0,2,0,0,0
"1040","Km 6 Huatusco-Xalapa, Centro Regional Universitario, CRUO",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1041","Km 67 S de Cuenca en via Panamericana",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1042","Km 7-10 terraceria a Cacalotan",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1043","km 8 sur de Cañar",4,1.333,0,0,3.243,1.081,0.001,0,3,0,0,0
"1044","Km 85 en la via Panamericana, Norte de Loja",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1045","Korçë",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1046","Kozanis, SO Galatia",12,4,0.001,0.001,7.208,2.403,0.001,0.001,3,0,0,0
"1047","Kuailin-Nengkao",7,1.75,0.001,0,14,3.5,0.003,0.001,4,0,0,0
"1048","Kuanshan-Kuaishan",1,1,0,0,2,2,0,0,1,0,0,0
"1049","Kuanwu",2,1,0,0,3.5,1.75,0.001,0,2,0,0,0
"1050","Kuebendällchen",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1051","Kunpeng",2,1,0,0,3,1.5,0.001,0,2,0,0,0
"1052","La Ahumada ",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1053","La Calderona",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1054","La Cascada, Nuevo Refugio",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1055","La Cebolla",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1056","La Cortinada",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1057","La Escondida",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1058","La Esperanza",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1059","La Esperanza, Intibuca",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1060","La Estiva",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1061","La Garganta, subida al Calvitero, Hoya de Moros",1,1,0,0,2,2,0,0,1,0,0,0
"1062","La Guajolota, 11 Km por el camino a Platanitos",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"1063","La Guaria, camino a San Joaquin",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1064","La Joya, carretera Xalapa-Perote",33,16.5,0.003,0.002,3.136,1.568,0.001,0,2,0,0,0
"1065","La Judia",4,4,0,0.001,1.286,1.286,0,0,1,0,0,0
"1066","La Labor",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1067","La Laguna ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1068","La Lampa",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1069","La Llama",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1070","La Magdalena",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1071","La Massana",1,1,0,0,2,2,0,0,1,0,0,0
"1072","La Mesa",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1073","La Mesa Alta, Benalup",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1074","La Mesa de Buenavista, N de Caltepec",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"1075","La Molina, carretera de la Masella",1,1,0,0,2,2,0,0,1,0,0,0
"1076","La Montaña, Guzmango - Contumaza",2,1,0,0,2.059,1.029,0,0,2,0,0,0
"1077","La Muralla, 8 km NNW de La Union",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1078","La Paz Calacoto, 5 Km hacia Palca, Ovejuyo",4,4,0,0.001,1.8,1.8,0,0,1,0,0,0
"1079","La Pedraja del Portillo",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1080","La Pobla Tornesa",1,1,0,0,2,2,0,0,1,0,0,0
"1081","La Quemada ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1082","La Roda, Cerro del Gato",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1083","La Sierra, division de los Rios Canuas y Abangares",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1084","La Tapona ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1085","La Vega, arroyo Las Aguas Blanco",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1086","La Venta ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1087","La Zarzamora ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1088","Laane, isla Vormsi ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1089","Laaschenterbesch",3,1.5,0,0,3.886,1.943,0.001,0,2,0,0,0
"1090","Labaien",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1091","Ladera E del Volcan Sanganguey",4,4,0,0.001,1.286,1.286,0,0,1,0,0,0
"1092","Ladera situada entre Barbaruens y El Trozuelo Bajo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1093","Laderas Sur de la Laguna Verde",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1094","Lado Norte de Aeropuerto Arlington",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1095","Lado S del Cerro Tomabu, por el valle Las Cuevas",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1096","Lado SO de Cerro Mozotal",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1097","Lago Alice ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1098","Lago Alturas, Cuenca Stanley ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1099","Lago Anthony, Montaña Blue",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1100","Lago Arroyo Deep",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1101","Lago Bagley, Monte Baker ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1102","Lago Bloomington, Rio Bear, 10 millas Oeste de Bloomington",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1103","Lago Bolan ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1104","Lago Brigthon Silver, Utah",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1105","Lago Caribou",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1106","Lago Cave, W de Monte Warner ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1107","Lago Clear",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1108","Lago Cooper ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1109","Lago Craig",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1110","Lago Crater ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1111","Lago Crescent, Utah",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"1112","Lago de Cachi",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1113","Lago Diamond ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1114","Lago Downey ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1115","Lago El Fejaj",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1116","Lago Fish, Montañas  Stein's ",3,1,0,0,3.785,1.262,0.001,0,3,0,0,0
"1117","Lago Hand",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1118","Lago Hemlock, 32 millas Sureste de Glide",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1119","Lago Hohnholz, Reservorio Johnson ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1120","Lago Howard, 55 millas oeste de Toppenish ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1121","Lago Ice ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1122","Lago Islas",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1123","Lago Johnny",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1124","Lago Josephine ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1125","Lago Lena",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1126","Lago Marmot ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1127","Lago Micacocha",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1128","Lago Miller, Monumento Nacional Caves Oregon",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1129","Lago Mirror, sur de Monte Adams",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1130","Lago Molas ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1131","Lago Odell ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1132","Lago Recreacion Nacional Ross ",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1133","Lago Roberts",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1134","Lago Scott, Paso McKenzie, Region Three Sisters",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1135","Lago Seven",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1136","Lago Sevier",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1137","Lago Smillasth ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1138","Lago Tony",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1139","Lago Toolie, 3 millas noreste de Ewan",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1140","Lago Twin, Montañas Cascade ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1141","Lago Veda, sur de Campamento Government ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1142","Lago Waha",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1143","Lago, Valle Bendmore ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1144","Lagos Blue, 55 millas S de Breckenridge",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1145","Laguna Areviatadas ",44,7.333,0.004,0.001,7.072,1.179,0.001,0,6,0,0,0
"1146","Laguna Boca Grande",3,1,0,0,3.618,1.206,0.001,0,3,0,0,0
"1147","Laguna Boyero",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1148","Laguna de Ayarza",1,1,0,0,1.2,1.2,0,0,1,0,0,0
